# portf_ret_nn_train,3.772860008
-0.007277,
-0.025635,
0.03733,
0.010584,
0.020902,
0.036719,
0.028176,
0.006543,
0.029775,
0.057998,
0.005583,
0.009214,
0.041884,
0.026882,
0.016823,
0.035076,
0.035358,
0.009257,
0.032989,
0.003345,
0.016918,
0.027085,
0.003694,
0.060384,
0.003519,
0.000384,
0.012401,
-0.002211,
0.003371,
0.016217,
0.022455,
0.012139,
0.034849,
-0.004596,
0.083476,
0.002902,
0.014884,
0.024404,
0.015144,
0.048528,
0.094253,
0.024425,
0.085832,
0.037056,
0.03551,
0.00339,
0.051317,
-0.033538,
0.026987,
0.026441,
0.021673,
-0.011782,
0.010645,
-0.026385,
0.049629,
0.058612,
0.014621,
-0.01561,
-0.033504,
0.053636,
0.02523,
0.000784,
0.007486,
0.066288,
0.000157,
0.020797,
0.017175,
0.063806,
0.011399,
0.000518,
0.030881,
0.044449,
0.018777,
0.00201,
0.010482,
0.081999,
0.0384,
-0.046927,
0.084839,
0.025485,
0.021778,
-0.022754,
0.037434,
0.032456,
0.091057,
0.061708,
0.135917,
0.089163,
-0.011786,
0.050248,
0.149763,
0.024991,
0.041502,
0.045867,
-0.000512,
0.00859,
0.059193,
0.032704,
0.043612,
0.039682,
0.016907,
0.062818,
0.080168,
0.044266,
0.018399,
0.027664,
0.008554,
0.015743,
0.039712,
0.048873,
0.027473,
0.044286,
0.045315,
0.036957,
0.059331,
0.03246,
0.024539,
0.037142,
0.038371,
0.03966,
0.123601,
0.061708,
0.038197,
0.064998,
-0.023184,
0.037475,
0.084571,
-0.000909,
0.036864,
0.008602,
-0.005773,
-0.001836,
0.071454,
0.055319,
0.054792,
0.194753,
0.038485,
0.015343,
0.183004,
0.04974,
0.168094,
0.083306,
0.136938,
0.152323,
0.103586,
0.047513,
0.045713,
0.06841,
0.061875,
0.061206,
0.199071,
0.169972,
0.077118,
0.06274,
0.025751,
0.033039,
0.045016,
0.052437,
0.023408,
0.043847,
0.055191,
0.097732,
0.109605,
0.042497,
0.036722,
0.075441,
0.058684,
0.04083,
0.059781,
0.012282,
0.033319,
0.051597,
0.051249,
0.033897,
0.058114,
0.04537,
0.067925,
0.080133,
0.057699,
0.063057,
0.060251,
0.147221,
0.108613,
0.012941,
0.125763,
0.050854,
0.127541,
0.031329,
0.10517,
0.056017,
0.051127,
0.037272,
0.059824,
0.063761,
0.052415,
0.040193,
0.07093,
0.072391,
0.152461,
0.067298,
0.049781,
0.046974,
0.048786,
0.063034,
0.108251,
0.106516,
0.126379,
0.109542,
0.157033,
0.030037,
-0.006556,
0.019481,
0.079767,
0.06766,
0.084997,
-0.000894,
0.039581,
0.006199,
0.016365,
0.096497,
0.053836,
0.043544,
0.059723,
0.018012,
0.024286,
0.079469,
0.037464,
0.021816,
0.033472,
0.040482,
0.095655,
0.073043,
0.121386,
0.083273,
0.057993,
0.108006,
0.087993,
0.062761,
0.043099,
0.047931,
0.09524,
0.047073,
0.058028,
0.06228,
0.064466,
0.058064,
0.055727,
0.043715,
0.058271,
0.040939,
0.073395,
0.057933,
0.078109,
0.052079,
0.099178,
0.081257,
0.059894,
0.027647,
0.041204,
0.078343,
0.091605,
0.051473,
0.026742,
0.054407,
0.038599,
0.037641,
-0.017676,
0.041313,
0.065621,
0.050517,
0.106944,
0.071039,
0.062502,
0.062568,
0.070714,
0.058871,
0.086988,
0.045742,
0.029993,
0.042757,
0.035697,
0.047853,
0.048911,
0.02934,
0.103613,
0.034508,
0.05688,
0.054475,
0.019591,
0.046641,
0.041878,
-0.002243,
0.035453,
0.129568,
0.168409,
0.099259,
0.112166,
0.055762,
0.035932,
0.082814,
0.039249,
0.03889,
0.040029,
0.049577,
0.033004,
0.031233,
0.075912,
0.045787,
0.065905,
0.032085,
0.048431,
0.065358,
0.04451,
0.061165,
0.053422,
0.006792,
0.03509,
0.029351,
0.034754,
0.060746,
0.07786,
0.036667,
0.11202,
0.045828,
0.012813,
0.007188,
0.001842,
0.059768,
0.122951,
0.054281,
0.184627,
0.214216,
0.158689,
0.092299,
0.0596,
0.005531,
-0.009624,
0.012275,
0.038754,
0.009756,
0.10478,
0.005321,
0.144869,
0.098599,
0.153435,
0.110225,
0.066916,
0.071929,
0.065654,
0.075531,
0.063564,
0.023684,
0.008234,
0.107693,
0.1307,
0.152557,
0.071917,
0.051684,
0.002883,
0.077516,
0.076009,
0.046632,
0.049783,
0.071827,
0.04571,
0.044787,
0.059172,
0.055033,
0.060409,
0.05687,
0.04432,
0.073491,
0.066656,
0.051422,
0.057282,
0.048918,
0.040671,
0.072248,
0.111319,
0.054258,
0.039174,
0.054162,
0.072559,
0.06623,
0.060594,
0.079348,
0.061141,
0.061391,
0.056236,
0.057791,
0.078508,
0.081362,
0.054128,
0.060285,
0.06876,
0.083555,
0.152547,
0.005881,
0.028732,
0.099477,
0.05077,
0.045672,
0.055913,
0.111905,
0.106432,
0.067623,
-0.04319,
0.072698,
0.055034,
0.074695,
0.07019,
0.00698,
-0.021684,
-0.052212,
0.070674,
0.074935,
0.056632,
0.086437,
0.018362,
0.001516,
0.057823,
0.027088,
0.104992,
0.145515,
0.262811,
0.149265,
0.167088,
0.066025,
0.051931,
0.153363,
0.1003,
0.05003,
0.124981,
0.026333,
0.0718,
0.067288,
0.252968,
0.135951,
0.186411,
0.143045,
0.236133,
0.105632,
0.0324,
0.185277,
0.188981,
0.068695,
0.119757,
0.152016,
0.165362,
0.119471,
0.386827,
0.229079,
0.109409,
0.071777,
0.156098,
0.05604,
0.084512,
0.032323,
0.039208,
0.201209,
0.160279,
0.125962,
0.124077,
0.048748,
0.120539,
0.089321,
0.058458,
0.005918,
0.105471,
0.082948,
0.05311,
0.120922,
0.158383,
0.13331,
0.085907,
0.027962,
0.063909,
0.058115,
0.084353,
0.072583,
0.140845,
0.07229,
0.093222,
0.12593,
0.082922,
0.076487,
0.114152,
0.059818,
0.046753,
0.046541,
0.05047,
0.060152,
-0.038708,
0.01014,
0.084888,
0.03632,
0.148287,
0.088722,
-0.017046,
0.013407,
0.011718,
-0.022888,
0.11722,
0.056081,
0.114102,
0.04225,
0.02005,
-0.016188,
0.078377,
0.048139,
0.104896,
0.028927,
0.032706,
0.028259,
-0.016642,
0.004817,
-0.011375,
0.056341,
0.049937,
0.070484,
0.066189,
0.03966,
0.038311,
0.022387,
0.039406,
0.055611,
0.042646,
0.017803,
-0.001633,
0.019881,
0.036769,
0.058843,
0.004563,
0.053463,
0.021059,
0.01204,
-0.000172,
0.105751,
0.05222,
-0.001737,
0.136241,
0.078063,
-0.013432,
-0.042222,
-0.003291,
0.252708,
0.111733,
0.009204,
0.227001,
0.517559,
0.285922,
0.128751,
0.169916,
0.170493,
0.097155,
0.032661,
0.101694,
0.09989,
0.060142,
0.083203,
0.123095,
0.095031,
-0.011529,
-0.036922,
0.097548,
0.024287,
0.149466,
0.057933,
0.048984,
0.119729,
0.046666,
0.082471,
0.015801,
0.033942,
0.029713,
-0.01207,
-0.008346,
-0.048354,
-0.079711,
0.16096,
0.027112,
0.015037,
0.136935,
0.059754,
0.026756,
0.027348,
-0.023638,
0.060983,
0.022949,
0.083543,
0.049145,
0.008706,
0.059676,
0.053779,
0.066011,
-0.004286,
0.045184,
0.066253,
0.071393,
0.010084,
0.06496,
0.034418,
0.065925,
0.00445,
0.052221,
0.056696,
0.059943,
0.045177,
0.012816,
-0.024818,
0.020629,
0.07869,
